segment_index,time_hours,start_time_hours,end_time_hours,stage,dominant_emotion,bizarreness_score,lucidity_probability,is_lucid,generation_mode,llm_trigger_type,llm_latency_ms,llm_fallback_reason,template_bank,ach,serotonin,ne,cortisol,narrative,scene_description,active_memory_ids
16a39593-9345-4a4d-a73d-359bd0a450d4,6.783333,6.783333,6.791667,N2,neutral,0.461,0.0,False,TEMPLATE,,,,n2_any_01,0.4387,0.3765,0.2601,0.7185,"At 6.783h, memory fragments overlap in unstable sequences. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A neutral dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
d6d5eb9a-c691-4ff9-ac70-a63fdd075f9d,6.791667,6.791667,6.8,N2,neutral,0.466,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4121,0.3379,0.2305,0.7074,"At 6.792h, the environment shifts between partial storylines. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A neutral dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
e47b1b8b-5152-4556-88c4-fe240f8025dc,6.8,6.8,6.808333,N2,calm,0.533,0.0,False,TEMPLATE,,,,n2_any_01,0.4639,0.3363,0.273,0.6696,"At 6.800h, familiar places merge into fragmented corridors. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A calm dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
762fcc57-f52b-448b-8752-abe487795567,6.808333,6.808333,6.816667,N2,calm,0.443,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4221,0.3588,0.2767,0.6911,"At 6.808h, voices and objects recombine before they settle. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments,.",A calm dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
99e1eb25-0151-451a-9112-9b5b132dad28,6.816667,6.816667,6.825,N2,neutral,0.48,0.0,False,TEMPLATE,,,,n2_any_01,0.429,0.3527,0.2744,0.7013,"At 6.817h, memory fragments overlap in unstable sequences. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A neutral dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
3a365ffc-1e74-45c5-b7e4-dc1c2ee3c7b4,6.825,6.825,6.833333,N2,serene,0.483,0.0,False,TEMPLATE,,,,n2_serene_01,0.4512,0.3616,0.2851,0.6956,"At 6.825h, the environment shifts between partial storylines. A calm narrative unfolds through still air, soft light, and unhurried movement, with scenes transitioning like slow breaths; nothing demands urgency, and the dream's continuity feels dependable,.",A serene dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
cbad98bb-e8a9-43f4-bebe-1527e1d1d72a,6.833333,6.833333,6.841667,N2,calm,0.504,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4846,0.3423,0.2724,0.7284,"At 6.833h, familiar places merge into fragmented corridors. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A calm dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
207b1703-dda9-4328-a2d3-2b1d4d4d5f4c,6.841667,6.841667,6.85,N2,curious,0.467,0.0,False,TEMPLATE,,,,n2_curious_01,0.4366,0.3733,0.3007,0.7248,"At 6.842h, voices and objects recombine before they settle. Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from.",A curious dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
676124c9-cccc-4b2d-b46f-21256a13c177,6.85,6.85,6.858333,N2,calm,0.471,0.0,False,TEMPLATE,,,,n2_any_01,0.4589,0.3424,0.2823,0.7106,"At 6.850h, memory fragments overlap in unstable sequences. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A calm dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
92e266ee-1d83-47a8-aeb7-95b84a71519e,6.858333,6.858333,6.866667,N2,joyful,0.402,0.0,False,TEMPLATE,,,,n2_joyful_01,0.4526,0.3192,0.2943,0.6888,"At 6.858h, the environment shifts between partial storylines. The dream offers bright, coherent moments across streets, rooms, and gatherings where each interaction feels welcoming and lightly magical; colors are richer than waking life, and even.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
ea9180a0-9c79-45bb-b3eb-e7bf770de095,6.866667,6.866667,6.875,N2,neutral,0.413,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4676,0.3588,0.2928,0.6953,"At 6.867h, familiar places merge into fragmented corridors. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A neutral dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
645953bd-1e62-4b68-920d-430fe6e375ff,6.875,6.875,6.883333,N2,calm,0.462,0.0,False,TEMPLATE,,,,n2_any_01,0.4696,0.3304,0.2365,0.7314,"At 6.875h, voices and objects recombine before they settle. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable.",A calm dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
01f4e34c-276b-433c-ad70-a99086d82852,6.883333,6.883333,6.891667,N2,neutral,0.435,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4399,0.3146,0.2677,0.7351,"At 6.883h, memory fragments overlap in unstable sequences. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A neutral dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
04b747cb-42f4-4428-a3ad-214e59f1e59d,6.891667,6.891667,6.9,N2,fearful,0.463,0.0,False,TEMPLATE,,,,n2_fearful_01,0.3973,0.3514,0.2622,0.7373,"At 6.892h, the environment shifts between partial storylines. A low-threat dread pervades familiar places, with open doors, delayed footsteps, and messages that arrive too late; the dream never erupts, yet each scene carries a sharpened.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
08df67e0-c3f3-40f9-8175-7492dfe2c7c5,6.9,6.9,6.908333,N2,joyful,0.437,0.0,False,TEMPLATE,,,,n2_any_01,0.4836,0.3421,0.2962,0.7252,"At 6.900h, familiar places merge into fragmented corridors. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
6608fa74-16d7-41d7-8377-326111676219,6.908333,6.908333,6.916667,N2,neutral,0.448,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4446,0.3627,0.2986,0.7401,"At 6.908h, voices and objects recombine before they settle. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments,.",A neutral dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
ca001cfe-87a5-440c-85ff-3898119969a7,6.916667,6.916667,6.925,N2,curious,0.434,0.0,False,TEMPLATE,,,,n2_any_01,0.4462,0.3433,0.3262,0.7289,"At 6.917h, memory fragments overlap in unstable sequences. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A curious dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
58255d38-b195-4971-a5e6-6dd93b187f9f,6.925,6.925,6.933333,N2,joyful,0.462,0.0,False,TEMPLATE,,,,n2_joyful_01,0.4816,0.3246,0.2724,0.7326,"At 6.925h, the environment shifts between partial storylines. The dream offers bright, coherent moments across streets, rooms, and gatherings where each interaction feels welcoming and lightly magical; colors are richer than waking life, and even.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
2ce65ad2-feb2-4a06-8629-779d856968d5,6.933333,6.933333,6.941667,N2,curious,0.467,0.0,False,TEMPLATE,,,,n2_curious_01,0.442,0.2997,0.2667,0.7595,"At 6.933h, familiar places merge into fragmented corridors. Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from scene.",A curious dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
08c3b535-c807-4675-bf53-e44e2468499c,6.941667,6.941667,6.95,N2,neutral,0.484,0.0,False,TEMPLATE,,,,n2_any_01,0.4308,0.3414,0.2786,0.7603,"At 6.942h, voices and objects recombine before they settle. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable.",A neutral dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
15489d54-4986-4437-80fe-aff1b5fb0c47,6.95,6.95,6.958333,N2,curious,0.401,0.0,False,TEMPLATE,,,,n2_curious_01,0.4524,0.3646,0.3051,0.761,"At 6.950h, memory fragments overlap in unstable sequences. Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from scene.",A curious dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
c175c6c4-4565-48e5-a965-68c28228b1f0,6.958333,6.958333,6.966667,N2,calm,0.466,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4557,0.353,0.2407,0.7233,"At 6.958h, the environment shifts between partial storylines. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A calm dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
29b4d00a-cfa4-4e4d-a6b1-a5184ef773e6,6.966667,6.966667,6.975,N2,joyful,0.526,0.0,False,TEMPLATE,,,,n2_any_01,0.4375,0.3425,0.2883,0.7605,"At 6.967h, familiar places merge into fragmented corridors. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
8e03a2ec-735d-4a15-be74-d4d1ce7b1801,6.975,6.975,6.983333,N2,calm,0.474,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4871,0.3321,0.3234,0.7442,"At 6.975h, voices and objects recombine before they settle. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments,.",A calm dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
f3034b01-6a9a-41dc-8fbd-e36a6db309eb,6.983333,6.983333,6.991667,N2,anxious,0.462,0.0,False,TEMPLATE,,,,n2_any_01,0.4605,0.3341,0.3172,0.7637,"At 6.983h, memory fragments overlap in unstable sequences. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
e6a4b236-8fe9-4fba-aab9-8546456b9f92,6.991667,6.991667,7.0,N2,joyful,0.484,0.0,False,TEMPLATE,,,,n2_joyful_01,0.4494,0.3538,0.303,0.8025,"At 6.992h, the environment shifts between partial storylines. The dream offers bright, coherent moments across streets, rooms, and gatherings where each interaction feels welcoming and lightly magical; colors are richer than waking life, and even.",A joyful dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
3644ba4d-226d-4a8b-8586-29ce0abc2387,7.0,7.0,7.008333,N2,neutral,0.48,0.0,False,TEMPLATE,,,,n2_any_01,0.4568,0.3413,0.2828,0.7533,"At 7.000h, familiar places merge into fragmented corridors. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A neutral dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
ca156ebb-6693-4f71-95d3-22698a13277c,7.008333,7.008333,7.016667,N2,curious,0.49,0.0,False,TEMPLATE,,,,n2_curious_01,0.471,0.3615,0.3015,0.7493,"At 7.008h, voices and objects recombine before they settle. Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from.",A curious dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
6ae23e74-b608-40c0-ba7a-3469314087cf,7.016667,7.016667,7.025,N2,melancholic,0.436,0.0,False,TEMPLATE,,,,n2_melancholic_01,0.4602,0.3349,0.3124,0.7817,"At 7.017h, memory fragments overlap in unstable sequences. I revisit quiet environments tied to old routines, where conversations are incomplete and people fade before we reconnect; the tone is reflective and heavy, with gentle sadness.",A melancholic dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
bc5dd6bd-7f08-49ee-81a9-a5543da0fff8,7.025,7.025,7.033333,N2,neutral,0.488,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4513,0.354,0.2674,0.7639,"At 7.025h, the environment shifts between partial storylines. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
80d2d2b5-050d-4837-9f3b-b66988b9eb8e,7.033333,7.033333,7.041667,N2,neutral,0.514,0.0,False,TEMPLATE,,,,n2_any_01,0.4278,0.3343,0.2838,0.7772,"At 7.033h, familiar places merge into fragmented corridors. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
b1d5feff-1162-496d-98c0-59cdc3c2f233,7.041667,7.041667,7.05,N2,anxious,0.474,0.0,False,TEMPLATE,,,,n2_anxious_01,0.4509,0.3221,0.2911,0.7743,"At 7.042h, voices and objects recombine before they settle. The dream keeps looping through nearly identical corridors, conversations, and clocks that never match, producing a persistent unease rather than panic; I keep trying to resolve.",A anxious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
c22fb063-4c25-4cf0-aaac-b88b0ef4a774,7.05,7.05,7.058333,N2,curious,0.48,0.0,False,TEMPLATE,,,,n2_any_01,0.4346,0.3386,0.3027,0.7535,"At 7.050h, memory fragments overlap in unstable sequences. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A curious dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
88536bfd-3ce9-438f-8509-a25aee60ad58,7.058333,7.058333,7.066667,N2,serene,0.496,0.0,False,TEMPLATE,,,,n2_serene_01,0.4771,0.3345,0.2763,0.7954,"At 7.058h, the environment shifts between partial storylines. A calm narrative unfolds through still air, soft light, and unhurried movement, with scenes transitioning like slow breaths; nothing demands urgency, and the dream's continuity feels dependable,.",A serene dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
3613be5b-63c7-43b3-ae4a-3bf797f4ceda,7.066667,7.066667,7.075,N2,curious,0.488,0.0,False,TEMPLATE,,,,n2_curious_01,0.4199,0.3322,0.2611,0.7791,"At 7.067h, familiar places merge into fragmented corridors. Each location presents a puzzle disguised as routine detail, such as symbols on train maps, altered room layouts, or renamed objects; I follow these anomalies from scene.",A curious dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
58883b43-73b9-4e66-a23d-14706e7b557c,7.075,7.075,7.083333,N2,fearful,0.492,0.0,False,TEMPLATE,,,,n2_any_01,0.442,0.3514,0.3119,0.8044,"At 7.075h, voices and objects recombine before they settle. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable.",A fearful dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
0b413a9a-bfb3-49f3-a28c-bc5e5df9bf61,7.083333,7.083333,7.091667,N2,neutral,0.472,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4581,0.302,0.2562,0.8362,"At 7.083h, memory fragments overlap in unstable sequences. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A neutral dreamscape at N2 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
eb6b9d15-4e84-44f3-836e-ad370742567d,7.091667,7.091667,7.1,N2,serene,0.526,0.0,False,TEMPLATE,,,,n2_any_01,0.4545,0.3209,0.2454,0.7715,"At 7.092h, the environment shifts between partial storylines. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable enough.",A serene dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
9dc6f760-36d1-495d-a2f8-85969b27e3c3,7.1,7.1,7.108333,N2,calm,0.475,0.0,False,TEMPLATE,,,,n2_neutral_01,0.4558,0.3499,0.2878,0.7779,"At 7.100h, familiar places merge into fragmented corridors. I move through stitched-together scenes where ordinary settings recur with slight distortions, as if memory is editing itself in place; the narrative advances in stable fragments, and.",A calm dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
fd36e281-0f90-4378-9568-a670163030de,7.108333,7.108333,7.116667,N2,calm,0.499,0.0,False,TEMPLATE,,,,n2_any_01,0.449,0.3081,0.3018,0.8522,"At 7.108h, voices and objects recombine before they settle. The narrative stays moderately coherent, blending episodic memory traces with new associations so transitions feel logical within dream context; imagery remains softer than REM but stable.",A calm dreamscape at N2 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
5776f159-6b76-4f5a-85f6-1e70763d82fb,7.116667,7.116667,7.125,REM,fearful,0.945,0.633,True,LLM_FALLBACK,REM_ONSET,20001.0,timeout,TEMPLATE_REM,0.9299,0.0692,0.0612,0.7916,"In this REM interval, a fearful dream image unfolds around shifting memory fragments and sensory distortions. At 7.117h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with fearful imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::falling|mem::being_chased
c8d44f21-08e0-4def-8f02-45315ef22695,7.125,7.125,7.133333,REM,melancholic,0.87,0.6595,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20001.0,timeout,TEMPLATE_REM,0.925,0.0607,0.0732,0.7865,"In this REM interval, a melancholic dream image unfolds around shifting memory fragments and sensory distortions. At 7.125h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with melancholic imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
0a5a9732-7f74-492d-9379-bd3badd0c3c5,7.133333,7.133333,7.141667,REM,joyful,0.933,0.6614,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20001.0,timeout,TEMPLATE_REM,0.9056,0.033,0.0319,0.7995,"In this REM interval, a joyful dream image unfolds around shifting memory fragments and sensory distortions. At 7.133h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with joyful imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
e92d5921-f51c-40ec-a5c9-3c9f8237b1f7,7.141667,7.141667,7.15,REM,melancholic,0.874,0.75,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20002.0,timeout,TEMPLATE_REM,0.8971,0.0659,0.0496,0.8112,"In this REM interval, a melancholic dream image unfolds around shifting memory fragments and sensory distortions. At 7.142h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with melancholic imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
f68bd474-edcc-4bcd-8d5d-a233eaeebf7d,7.15,7.15,7.158333,REM,neutral,0.925,0.7465,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20002.0,timeout,TEMPLATE_REM,0.8859,0.0401,0.0622,0.8153,"In this REM interval, a neutral dream image unfolds around shifting memory fragments and sensory distortions. At 7.150h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with neutral imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
16ae7665-10a9-4c18-95d3-abbe643bbe68,7.158333,7.158333,7.166667,REM,calm,0.966,0.75,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20003.0,timeout,TEMPLATE_REM,0.9211,0.0804,0.0317,0.7978,"In this REM interval, a calm dream image unfolds around shifting memory fragments and sensory distortions. At 7.158h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with calm imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
2a75ad2d-cf4b-4ffe-bc56-89f62d67f148,7.166667,7.166667,7.175,REM,calm,0.943,0.75,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20001.0,timeout,TEMPLATE_REM,0.8949,0.1206,0.031,0.7829,"In this REM interval, a calm dream image unfolds around shifting memory fragments and sensory distortions. At 7.167h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with calm imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
04914afe-b593-44df-9f9e-f23453291d45,7.175,7.175,7.183333,REM,neutral,0.947,0.75,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20001.0,timeout,TEMPLATE_REM,0.9019,0.0835,0.0618,0.7984,"In this REM interval, a neutral dream image unfolds around shifting memory fragments and sensory distortions. At 7.175h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with neutral imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
bf993be9-6854-4e80-898d-8fbb51c06600,7.183333,7.183333,7.191667,REM,joyful,0.881,0.75,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20001.0,timeout,TEMPLATE_REM,0.9013,0.0695,0.044,0.7925,"In this REM interval, a joyful dream image unfolds around shifting memory fragments and sensory distortions. At 7.183h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with joyful imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
99547015-c95b-4449-9bc7-11a760c5d9d1,7.191667,7.191667,7.2,REM,joyful,0.929,0.75,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20001.0,timeout,TEMPLATE_REM,0.8682,0.0515,0.039,0.8373,"In this REM interval, a joyful dream image unfolds around shifting memory fragments and sensory distortions. At 7.192h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with joyful imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
0024b6be-55a8-409a-9421-323af638dce2,7.2,7.2,7.208333,REM,curious,0.949,0.75,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20001.0,timeout,TEMPLATE_REM,0.9037,0.0462,0.0281,0.8008,"In this REM interval, a curious dream image unfolds around shifting memory fragments and sensory distortions. At 7.200h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with curious imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
24fcb445-d996-48b1-98e9-bf5e2028e617,7.208333,7.208333,7.216667,REM,calm,0.939,0.75,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20001.0,timeout,TEMPLATE_REM,0.9193,0.0545,0.0322,0.7806,"In this REM interval, a calm dream image unfolds around shifting memory fragments and sensory distortions. At 7.208h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with calm imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
e59bed76-52a5-4f7e-805b-8697264c11c7,7.216667,7.216667,7.225,REM,fearful,0.961,0.75,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20003.0,timeout,TEMPLATE_REM,0.8978,0.074,0.0323,0.8099,"In this REM interval, a fearful dream image unfolds around shifting memory fragments and sensory distortions. At 7.217h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with fearful imagery.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
07295db5-759b-48a1-b1ac-a108585d0d2a,7.225,7.225,7.233333,REM,joyful,0.91,0.75,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20003.0,timeout,TEMPLATE_REM,0.8996,0.073,0.0137,0.7848,"In this REM interval, a joyful dream image unfolds around shifting memory fragments and sensory distortions. At 7.225h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with joyful imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
0ca1dcdd-409e-498a-9596-5738f7f38cc3,7.233333,7.233333,7.241667,REM,calm,0.98,0.75,True,LLM_FALLBACK,LUCIDITY_THRESHOLD,20003.0,timeout,TEMPLATE_REM,0.896,0.0696,0.0609,0.8436,"In this REM interval, a calm dream image unfolds around shifting memory fragments and sensory distortions. At 7.233h, the scene reforms with altered perspective. sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures sensory fragments echo through a changing environment while memory traces keep blending into new symbols and emotional textures.",REM segment with calm imagery.,mem::childhood_home|mem::school_corridor|mem::familiar_face|mem::flying|mem::bright_light
